Item_Name,Location,Day_of_Week,Count
Item_11,Location_B,Friday,32
Item_11,Location_B,Saturday,56
Item_11,Location_B,Sunday,57
Item_11,Location_C,Monday,95
Item_11,Location_C,Tuesday,38
Item_11,Location_C,Wednesday,68
Item_11,Location_C,Thursday,29
Item_11,Location_C,Friday,89
Item_11,Location_C,Saturday,90
Item_11,Location_C,Sunday,93
Item_11,Location_D,Monday,85
Item_11,Location_D,Tuesday,11
Item_11,Location_D,Wednesday,97
Item_11,Location_D,Thursday,43
Item_11,Location_D,Friday,75
Item_11,Location_D,Saturday,18
Item_11,Location_D,Sunday,34
Item_12,Location_A,Monday,19
Item_12,Location_A,Tuesday,79
Item_12,Location_A,Wednesday,50
Item_12,Location_A,Thursday,69
Item_12,Location_A,Friday,26
Item_12,Location_A,Saturday,6
Item_12,Location_A,Sunday,29
Item_12,Location_B,Monday,24
Item_12,Location_B,Tuesday,57
Item_12,Location_B,Wednesday,37
Item_12,Location_B,Thursday,63
Item_12,Location_B,Friday,44
Item_12,Location_B,Saturday,44
Item_12,Location_B,Sunday,85
Item_12,Location_C,Monday,50
Item_12,Location_C,Tuesday,84
Item_12,Location_C,Wednesday,9
Item_12,Location_C,Thursday,9
Item_12,Location_C,Friday,56
Item_12,Location_C,Saturday,48
Item_12,Location_C,Sunday,33
Item_12,Location_D,Monday,47
Item_12,Location_D,Tuesday,93
Item_12,Location_D,Wednesday,84
Item_12,Location_D,Thursday,10
Item_12,Location_D,Friday,32
Item_12,Location_D,Saturday,20
Item_12,Location_D,Sunday,69
Item_13,Location_A,Monday,19
Item_13,Location_A,Tuesday,72
Item_13,Location_A,Wednesday,76
Item_13,Location_A,Thursday,15
Item_13,Location_A,Friday,46
Item_13,Location_A,Saturday,2
Item_13,Location_A,Sunday,87
Item_13,Location_B,Monday,8
Item_13,Location_B,Tuesday,85
Item_13,Location_B,Wednesday,56
Item_13,Location_B,Thursday,12
Item_13,Location_B,Friday,43
Item_13,Location_B,Saturday,42
Item_13,Location_B,Sunday,94
Item_13,Location_C,Monday,91
Item_13,Location_C,Tuesday,38
Item_13,Location_C,Wednesday,55
Item_13,Location_C,Thursday,15
Item_13,Location_C,Friday,55
Item_13,Location_C,Saturday,68
Item_13,Location_C,Sunday,0
Item_13,Location_D,Monday,90
Item_13,Location_D,Tuesday,26
Item_13,Location_D,Wednesday,80
Item_13,Location_D,Thursday,59
Item_13,Location_D,Friday,0
Item_13,Location_D,Saturday,34
Item_13,Location_D,Sunday,5
Item_14,Location_A,Monday,64
Item_14,Location_A,Tuesday,82
Item_14,Location_A,Wednesday,89
Item_14,Location_A,Thursday,63
Item_14,Location_A,Friday,50
Item_14,Location_A,Saturday,47
Item_14,Location_A,Sunday,40
Item_14,Location_B,Monday,34
Item_14,Location_B,Tuesday,54
Item_14,Location_B,Wednesday,57
Item_14,Location_B,Thursday,80
Item_14,Location_B,Friday,40
Item_14,Location_B,Saturday,90
Item_14,Location_B,Sunday,83
Item_14,Location_C,Monday,96
Item_14,Location_C,Tuesday,83
Item_14,Location_C,Wednesday,16
Item_14,Location_C,Thursday,24
Item_14,Location_C,Friday,6
Item_14,Location_C,Saturday,59
Item_14,Location_C,Sunday,18
Item_14,Location_D,Monday,91
Item_14,Location_D,Tuesday,56
Item_14,Location_D,Wednesday,40
Item_14,Location_D,Thursday,98
Item_14,Location_D,Friday,64
Item_14,Location_D,Saturday,29
Item_14,Location_D,Sunday,64
Item_15,Location_A,Monday,80
Item_15,Location_A,Tuesday,94
Item_15,Location_A,Wednesday,6
Item_15,Location_A,Thursday,68
Item_15,Location_A,Friday,41
Item_15,Location_A,Saturday,83
Item_15,Location_A,Sunday,55
Item_15,Location_B,Monday,24
Item_15,Location_B,Tuesday,78
Item_15,Location_B,Wednesday,89
Item_15,Location_B,Thursday,75
Item_15,Location_B,Friday,8
Item_15,Location_B,Saturday,26
Item_15,Location_B,Sunday,30
Item_15,Location_C,Monday,64
Item_15,Location_C,Tuesday,23
Item_15,Location_C,Wednesday,54
Item_15,Location_C,Thursday,50
Item_15,Location_C,Friday,46
Item_15,Location_C,Saturday,5
Item_15,Location_C,Sunday,4
Item_15,Location_D,Monday,80
Item_15,Location_D,Tuesday,44
Item_15,Location_D,Wednesday,36
Item_15,Location_D,Thursday,17
Item_15,Location_D,Friday,6
Item_15,Location_D,Saturday,63
Item_15,Location_D,Sunday,39
Item_16,Location_A,Monday,12
Item_16,Location_A,Tuesday,6
Item_16,Location_A,Wednesday,88
Item_16,Location_A,Thursday,46
Item_16,Location_A,Friday,21
Item_16,Location_A,Saturday,20
Item_16,Location_A,Sunday,40
Item_16,Location_B,Monday,88
Item_16,Location_B,Tuesday,85
Item_16,Location_B,Wednesday,81
Item_16,Location_B,Thursday,86
Item_16,Location_B,Friday,24
Item_16,Location_B,Saturday,38
Item_16,Location_B,Sunday,87
Item_16,Location_C,Monday,78
Item_16,Location_C,Tuesday,27
Item_16,Location_C,Wednesday,9
Item_16,Location_C,Thursday,51
Item_16,Location_C,Friday,21
Item_16,Location_C,Saturday,35
Item_16,Location_C,Sunday,6
Item_16,Location_D,Monday,32
Item_16,Location_D,Tuesday,3
Item_16,Location_D,Wednesday,4
Item_16,Location_D,Thursday,34
Item_16,Location_D,Friday,76
Item_16,Location_D,Saturday,37
Item_16,Location_D,Sunday,33
Item_17,Location_A,Monday,13
Item_17,Location_A,Tuesday,95
Item_17,Location_A,Wednesday,42
Item_17,Location_A,Thursday,86
Item_17,Location_A,Friday,14
Item_17,Location_A,Saturday,96
Item_17,Location_A,Sunday,17
Item_17,Location_B,Monday,62
Item_17,Location_B,Tuesday,31
Item_17,Location_B,Wednesday,46
Item_17,Location_B,Thursday,18
Item_17,Location_B,Friday,10
Item_17,Location_B,Saturday,37
Item_17,Location_B,Sunday,78
Item_17,Location_C,Monday,37
Item_17,Location_C,Tuesday,13
Item_17,Location_C,Wednesday,99
Item_17,Location_C,Thursday,27
Item_17,Location_C,Friday,68
Item_17,Location_C,Saturday,58
Item_17,Location_C,Sunday,5
Item_17,Location_D,Monday,89
Item_17,Location_D,Tuesday,87
Item_17,Location_D,Wednesday,17
Item_17,Location_D,Thursday,93
Item_17,Location_D,Friday,28
Item_17,Location_D,Saturday,14
Item_17,Location_D,Sunday,56
Item_18,Location_A,Monday,60
Item_18,Location_A,Tuesday,8
Item_18,Location_A,Wednesday,30
Item_18,Location_A,Thursday,99
Item_18,Location_A,Friday,70
Item_18,Location_A,Saturday,91
Item_18,Location_A,Sunday,68
Item_18,Location_B,Monday,99
Item_18,Location_B,Tuesday,15
Item_18,Location_B,Wednesday,70
Item_18,Location_B,Thursday,67
Item_18,Location_B,Friday,65
Item_18,Location_B,Saturday,52
Item_18,Location_B,Sunday,17
Item_18,Location_C,Monday,99
Item_18,Location_C,Tuesday,59
Item_18,Location_C,Wednesday,34
Item_18,Location_C,Thursday,56
Item_18,Location_C,Friday,97
Item_18,Location_C,Saturday,64
Item_18,Location_C,Sunday,75
Item_18,Location_D,Monday,75
Item_18,Location_D,Tuesday,67
Item_18,Location_D,Wednesday,43
Item_18,Location_D,Thursday,59
Item_18,Location_D,Friday,99
Item_18,Location_D,Saturday,58
Item_18,Location_D,Sunday,85
Item_19,Location_A,Monday,83
Item_19,Location_A,Tuesday,58
Item_19,Location_A,Wednesday,48
Item_19,Location_A,Thursday,25
Item_19,Location_A,Friday,13
Item_19,Location_A,Saturday,80
Item_19,Location_A,Sunday,98
Item_19,Location_B,Monday,82
Item_19,Location_B,Tuesday,58
Item_19,Location_B,Wednesday,80
Item_19,Location_B,Thursday,42
Item_19,Location_B,Friday,65
Item_19,Location_B,Saturday,9
Item_19,Location_B,Sunday,76
Item_19,Location_C,Monday,4
Item_19,Location_C,Tuesday,92
Item_19,Location_C,Wednesday,34
Item_19,Location_C,Thursday,90
Item_19,Location_C,Friday,47
Item_19,Location_C,Saturday,50
Item_19,Location_C,Sunday,89
Item_19,Location_D,Monday,77
Item_19,Location_D,Tuesday,37
Item_19,Location_D,Wednesday,12
Item_19,Location_D,Thursday,74
Item_19,Location_D,Friday,38
Item_19,Location_D,Saturday,5
Item_19,Location_D,Sunday,96
Item_20,Location_A,Monday,74
Item_20,Location_A,Tuesday,99
Item_20,Location_A,Wednesday,7
Item_20,Location_A,Thursday,32
Item_20,Location_A,Friday,8
Item_20,Location_A,Saturday,54
Item_20,Location_A,Sunday,58
Item_20,Location_B,Monday,44
Item_20,Location_B,Tuesday,32
Item_20,Location_B,Wednesday,47
Item_20,Location_B,Thursday,65
Item_20,Location_B,Friday,78
Item_20,Location_B,Saturday,42
Item_20,Location_B,Sunday,66
Item_20,Location_C,Monday,10
Item_20,Location_C,Tuesday,17
Item_20,Location_C,Wednesday,5
Item_20,Location_C,Thursday,86
Item_20,Location_C,Friday,48
Item_20,Location_C,Saturday,94
Item_20,Location_C,Sunday,26
Item_20,Location_D,Monday,28
Item_20,Location_D,Tuesday,45
Item_20,Location_D,Wednesday,38
Item_20,Location_D,Thursday,15
Item_20,Location_D,Friday,48
Item_20,Location_D,Saturday,89
Item_20,Location_D,Sunday,45
Item_21,Location_A,Monday,56
Item_21,Location_A,Tuesday,33
Item_21,Location_A,Wednesday,59
Item_21,Location_A,Thursday,1
Item_21,Location_A,Friday,91
Item_21,Location_A,Saturday,88
Item_21,Location_A,Sunday,63
Item_21,Location_B,Monday,93
Item_21,Location_B,Tuesday,9
Item_21,Location_B,Wednesday,67
Item_21,Location_B,Thursday,52
Item_21,Location_B,Friday,20
Item_21,Location_B,Saturday,19
Item_21,Location_B,Sunday,92
Item_21,Location_C,Monday,32
Item_21,Location_C,Tuesday,56
Item_21,Location_C,Wednesday,60
Item_21,Location_C,Thursday,40
Item_21,Location_C,Friday,31
Item_21,Location_C,Saturday,13
Item_21,Location_C,Sunday,18
Item_21,Location_D,Monday,12
Item_21,Location_D,Tuesday,18
Item_21,Location_D,Wednesday,76
Item_21,Location_D,Thursday,27
Item_21,Location_D,Friday,19
Item_21,Location_D,Saturday,71
Item_21,Location_D,Sunday,86
Item_22,Location_A,Monday,26
Item_22,Location_A,Tuesday,13
Item_22,Location_A,Wednesday,37
Item_22,Location_A,Thursday,57
Item_22,Location_A,Friday,27
Item_22,Location_A,Saturday,77
Item_22,Location_A,Sunday,24
Item_22,Location_B,Monday,97
Item_22,Location_B,Tuesday,23
Item_22,Location_B,Wednesday,99
Item_22,Location_B,Thursday,64
Item_22,Location_B,Friday,40
Item_22,Location_B,Saturday,7
Item_22,Location_B,Sunday,15
Item_22,Location_C,Monday,66
Item_22,Location_C,Tuesday,9
Item_22,Location_C,Wednesday,89
Item_22,Location_C,Thursday,64
Item_22,Location_C,Friday,47
Item_22,Location_C,Saturday,69
Item_22,Location_C,Sunday,5
Item_22,Location_D,Monday,18
Item_22,Location_D,Tuesday,33
Item_22,Location_D,Wednesday,14
Item_22,Location_D,Thursday,93
Item_22,Location_D,Friday,71
Item_22,Location_D,Saturday,16
Item_22,Location_D,Sunday,3
Item_23,Location_A,Monday,57
Item_23,Location_A,Tuesday,64
Item_23,Location_A,Wednesday,23
Item_23,Location_A,Thursday,17
Item_23,Location_A,Friday,42
Item_23,Location_A,Saturday,71
Item_23,Location_A,Sunday,87
Item_23,Location_B,Monday,79
Item_23,Location_B,Tuesday,73
Item_23,Location_B,Wednesday,92
Item_23,Location_B,Thursday,50
Item_23,Location_B,Friday,94
Item_23,Location_B,Saturday,65
Item_23,Location_B,Sunday,52
Item_23,Location_C,Monday,27
Item_23,Location_C,Tuesday,69
Item_23,Location_C,Wednesday,69
Item_23,Location_C,Thursday,69
Item_23,Location_C,Friday,51
Item_23,Location_C,Saturday,86
Item_23,Location_C,Sunday,66
Item_23,Location_D,Monday,30
Item_23,Location_D,Tuesday,38
Item_23,Location_D,Wednesday,89
Item_23,Location_D,Thursday,94
Item_23,Location_D,Friday,93
Item_23,Location_D,Saturday,26
Item_23,Location_D,Sunday,24
Item_24,Location_A,Monday,74
Item_24,Location_A,Tuesday,50
Item_24,Location_A,Wednesday,8
Item_24,Location_A,Thursday,54
Item_24,Location_A,Friday,73
Item_24,Location_A,Saturday,4
Item_24,Location_A,Sunday,3
Item_24,Location_B,Monday,72
Item_24,Location_B,Tuesday,1
Item_24,Location_B,Wednesday,37
Item_24,Location_B,Thursday,0
Item_24,Location_B,Friday,34
Item_24,Location_B,Saturday,66
Item_24,Location_B,Sunday,46
Item_24,Location_C,Monday,73
Item_24,Location_C,Tuesday,67
Item_24,Location_C,Wednesday,52
Item_24,Location_C,Thursday,35
Item_24,Location_C,Friday,65
Item_24,Location_C,Saturday,54
Item_24,Location_C,Sunday,63
Item_24,Location_D,Monday,14
Item_24,Location_D,Tuesday,76
Item_24,Location_D,Wednesday,47
Item_24,Location_D,Thursday,79
Item_24,Location_D,Friday,55
Item_24,Location_D,Saturday,18
Item_24,Location_D,Sunday,14
Item_25,Location_A,Monday,85
Item_25,Location_A,Tuesday,43
Item_25,Location_A,Wednesday,99
Item_25,Location_A,Thursday,56
Item_25,Location_A,Friday,89
Item_25,Location_A,Saturday,92
Item_25,Location_A,Sunday,98
Item_25,Location_B,Monday,20
Item_25,Location_B,Tuesday,5
Item_25,Location_B,Wednesday,47
Item_25,Location_B,Thursday,59
Item_25,Location_B,Friday,28
Item_25,Location_B,Saturday,36
Item_25,Location_B,Sunday,56
Item_25,Location_C,Monday,63
Item_25,Location_C,Tuesday,71
Item_25,Location_C,Wednesday,37
Item_25,Location_C,Thursday,41
Item_25,Location_C,Friday,96
Item_25,Location_C,Saturday,73
Item_25,Location_C,Sunday,63
Item_25,Location_D,Monday,84
Item_25,Location_D,Tuesday,48
Item_25,Location_D,Wednesday,47
Item_25,Location_D,Thursday,59
Item_25,Location_D,Friday,43
Item_25,Location_D,Saturday,58
Item_25,Location_D,Sunday,76
Item_26,Location_A,Monday,9
Item_26,Location_A,Tuesday,25
Item_26,Location_A,Wednesday,20
Item_26,Location_A,Thursday,93
Item_26,Location_A,Friday,84
Item_26,Location_A,Saturday,34
Item_26,Location_A,Sunday,13
Item_26,Location_B,Monday,67
Item_26,Location_B,Tuesday,62
Item_26,Location_B,Wednesday,38
Item_26,Location_B,Thursday,44
Item_26,Location_B,Friday,79
Item_26,Location_B,Saturday,60
Item_26,Location_B,Sunday,9
Item_26,Location_C,Monday,21
Item_26,Location_C,Tuesday,6
Item_26,Location_C,Wednesday,39
Item_26,Location_C,Thursday,63
Item_26,Location_C,Friday,43
Item_26,Location_C,Saturday,36
Item_26,Location_C,Sunday,49
Item_26,Location_D,Monday,28
Item_26,Location_D,Tuesday,2
Item_26,Location_D,Wednesday,20
Item_26,Location_D,Thursday,61
Item_26,Location_D,Friday,53
Item_26,Location_D,Saturday,85
Item_26,Location_D,Sunday,97
Item_27,Location_A,Monday,35
Item_27,Location_A,Tuesday,23
Item_27,Location_A,Wednesday,14
Item_27,Location_A,Thursday,94
Item_27,Location_A,Friday,27
Item_27,Location_A,Saturday,22
Item_27,Location_A,Sunday,42
Item_27,Location_B,Monday,4
Item_27,Location_B,Tuesday,71
Item_27,Location_B,Wednesday,25
Item_27,Location_B,Thursday,47
Item_27,Location_B,Friday,59
Item_27,Location_B,Saturday,82
Item_27,Location_B,Sunday,63
Item_27,Location_C,Monday,5
Item_27,Location_C,Tuesday,39
Item_27,Location_C,Wednesday,81
Item_27,Location_C,Thursday,22
Item_27,Location_C,Friday,93
Item_27,Location_C,Saturday,76
Item_27,Location_C,Sunday,95
Item_27,Location_D,Monday,94
Item_27,Location_D,Tuesday,25
Item_27,Location_D,Wednesday,69
Item_27,Location_D,Thursday,66
Item_27,Location_D,Friday,19
Item_27,Location_D,Saturday,6
Item_27,Location_D,Sunday,30
Item_28,Location_A,Monday,29
Item_28,Location_A,Tuesday,25
Item_28,Location_A,Wednesday,5
Item_28,Location_A,Thursday,1
Item_28,Location_A,Friday,18
Item_28,Location_A,Saturday,48
Item_28,Location_A,Sunday,58
Item_28,Location_B,Monday,40
Item_28,Location_B,Tuesday,93
Item_28,Location_B,Wednesday,44
Item_28,Location_B,Thursday,7
Item_28,Location_B,Friday,80
Item_28,Location_B,Saturday,31
Item_28,Location_B,Sunday,79
Item_28,Location_C,Monday,82
Item_28,Location_C,Tuesday,87
Item_28,Location_C,Wednesday,44
Item_28,Location_C,Thursday,6
Item_28,Location_C,Friday,10
Item_28,Location_C,Saturday,16
Item_28,Location_C,Sunday,46
Item_28,Location_D,Monday,23
Item_28,Location_D,Tuesday,48
Item_28,Location_D,Wednesday,19
Item_28,Location_D,Thursday,28
Item_28,Location_D,Friday,37
Item_28,Location_D,Saturday,18
Item_28,Location_D,Sunday,96
Item_29,Location_A,Monday,44
Item_29,Location_A,Tuesday,20
Item_29,Location_A,Wednesday,82
Item_29,Location_A,Thursday,0
Item_29,Location_A,Friday,78
Item_29,Location_A,Saturday,14
Item_29,Location_A,Sunday,36
Item_29,Location_B,Monday,19
Item_29,Location_B,Tuesday,23
Item_29,Location_B,Wednesday,14
Item_29,Location_B,Thursday,38
Item_29,Location_B,Friday,38
Item_29,Location_B,Saturday,98
Item_29,Location_B,Sunday,18
Item_29,Location_C,Monday,52
Item_29,Location_C,Tuesday,75
Item_29,Location_C,Wednesday,19
Item_29,Location_C,Thursday,47
Item_29,Location_C,Friday,81
Item_29,Location_C,Saturday,91
Item_29,Location_C,Sunday,64
Item_29,Location_D,Monday,86
Item_29,Location_D,Tuesday,12
Item_29,Location_D,Wednesday,12
Item_29,Location_D,Thursday,37
Item_29,Location_D,Friday,30
Item_29,Location_D,Saturday,62
Item_29,Location_D,Sunday,27
Item_30,Location_A,Monday,25
Item_30,Location_A,Tuesday,76
Item_30,Location_A,Wednesday,29
Item_30,Location_A,Thursday,17
Item_30,Location_A,Friday,27
Item_30,Location_A,Saturday,21
Item_30,Location_A,Sunday,22
Item_30,Location_B,Monday,88
Item_30,Location_B,Tuesday,12
