id,location_id,section_id,table_name,attributes,min_capacity,max_capacity,assigned_staff_id,assigned_time,status,sort_order,is_enabled,created_time,modified_time
3e5e5dc0-1aa9-11eb-89a4-42010a010007,14d293a8-81c5-40b2-a208-be1c03a93fad,3f3ba799-77de-4a2f-bad7-70f78bbd06ca,A7,NULL,1,4,NULL,"2024-06-30 18:28:37",1,7,1,"2020-10-30 12:12:56","2024-06-30 21:50:20"
3e5e5f24-1aa9-11eb-89a4-42010a010007,14d293a8-81c5-40b2-a208-be1c03a93fad,3f3ba799-77de-4a2f-bad7-70f78bbd06ca,A8,NULL,1,4,NULL,"2024-06-30 18:45:13",1,8,1,"2020-10-30 12:12:56","2024-06-30 18:53:14"
3e5e62da-1aa9-11eb-89a4-42010a010007,14d293a8-81c5-40b2-a208-be1c03a93fad,3f3ba799-77de-4a2f-bad7-70f78bbd06ca,A9,NULL,1,4,NULL,"2024-06-30 17:50:52",1,9,1,"2020-10-30 12:12:56","2024-06-30 18:07:13"
3e5e7d54-1aa9-11eb-89a4-42010a010007,14d293a8-81c5-40b2-a208-be1c03a93fad,3f3ba799-77de-4a2f-bad7-70f78bbd06ca,A10,NULL,1,4,NULL,"2024-06-30 23:48:23",1,10,1,"2020-10-30 12:12:56","2024-07-02 17:59:22"
3e5e7f19-1aa9-11eb-89a4-42010a010007,14d293a8-81c5-40b2-a208-be1c03a93fad,3f3ba799-77de-4a2f-bad7-70f78bbd06ca,A11,NULL,1,4,NULL,"2024-06-30 18:32:13",1,11,1,"2020-10-30 12:12:56","2024-06-30 18:54:54"
3e5e7ff5-1aa9-11eb-89a4-42010a010007,14d293a8-81c5-40b2-a208-be1c03a93fad,3f3ba799-77de-4a2f-bad7-70f78bbd06ca,A12,NULL,1,2,NULL,"2024-06-30 17:18:43",1,12,1,"2020-10-30 12:12:56","2024-06-30 19:30:37"
3e5e80cf-1aa9-11eb-89a4-42010a010007,14d293a8-81c5-40b2-a208-be1c03a93fad,3f3ba799-77de-4a2f-bad7-70f78bbd06ca,A13,NULL,1,2,NULL,"2024-06-30 18:13:28",1,13,1,"2020-10-30 12:12:56","2024-06-30 23:07:39"
3e5e82e4-1aa9-11eb-89a4-42010a010007,14d293a8-81c5-40b2-a208-be1c03a93fad,3f3ba799-77de-4a2f-bad7-70f78bbd06ca,A14,NULL,1,2,NULL,"2024-06-29 22:44:53",1,14,1,"2020-10-30 12:12:56","2024-06-30 16:27:33"
5a693bb9-1aaa-11eb-89a4-42010a010007,14d293a8-81c5-40b2-a208-be1c03a93fad,3f3ba799-77de-4a2f-bad7-70f78bbd06ca,C1,NULL,1,6,NULL,"2024-06-30 23:48:47",1,24,1,"2020-10-30 12:20:52","2024-07-01 01:20:23"
5a694723-1aaa-11eb-89a4-42010a010007,14d293a8-81c5-40b2-a208-be1c03a93fad,3f3ba799-77de-4a2f-bad7-70f78bbd06ca,C2,NULL,1,2,NULL,"2024-06-16 23:37:07",1,25,1,"2020-10-30 12:20:52","2024-06-17 00:06:02"
5a694871-1aaa-11eb-89a4-42010a010007,14d293a8-81c5-40b2-a208-be1c03a93fad,3f3ba799-77de-4a2f-bad7-70f78bbd06ca,C3,NULL,1,4,NULL,"2024-06-30 23:55:03",1,26,1,"2020-10-30 12:20:52","2024-07-01 01:24:54"
5a694960-1aaa-11eb-89a4-42010a010007,14d293a8-81c5-40b2-a208-be1c03a93fad,3f3ba799-77de-4a2f-bad7-70f78bbd06ca,C4,NULL,1,4,NULL,"2024-06-30 19:21:11",1,27,1,"2020-10-30 12:20:52","2024-06-30 19:21:11"
5a694a41-1aaa-11eb-89a4-42010a010007,14d293a8-81c5-40b2-a208-be1c03a93fad,3f3ba799-77de-4a2f-bad7-70f78bbd06ca,C5,NULL,1,4,NULL,"2024-06-30 19:20:52",1,28,1,"2020-10-30 12:20:52","2024-06-30 19:20:52"
5a694c11-1aaa-11eb-89a4-42010a010007,14d293a8-81c5-40b2-a208-be1c03a93fad,3f3ba799-77de-4a2f-bad7-70f78bbd06ca,C6,NULL,1,4,NULL,"2024-06-30 23:22:27",1,29,1,"2020-10-30 12:20:52","2024-07-02 17:27:41"
5a694cdc-1aaa-11eb-89a4-42010a010007,14d293a8-81c5-40b2-a208-be1c03a93fad,3f3ba799-77de-4a2f-bad7-70f78bbd06ca,C7,NULL,1,4,NULL,"2024-06-30 18:59:17",1,30,1,"2020-10-30 12:20:52","2024-06-30 19:04:39"
5a694da4-1aaa-11eb-89a4-42010a010007,14d293a8-81c5-40b2-a208-be1c03a93fad,3f3ba799-77de-4a2f-bad7-70f78bbd06ca,C8,NULL,1,4,NULL,"2024-06-30 18:40:59",1,31,1,"2020-10-30 12:20:52","2024-06-30 19:07:00"
5a694e67-1aaa-11eb-89a4-42010a010007,14d293a8-81c5-40b2-a208-be1c03a93fad,3f3ba799-77de-4a2f-bad7-70f78bbd06ca,C9,NULL,1,4,NULL,"2024-06-30 17:31:43",1,32,1,"2020-10-30 12:20:52","2024-06-30 18:42:59"
5a694f99-1aaa-11eb-89a4-42010a010007,14d293a8-81c5-40b2-a208-be1c03a93fad,3f3ba799-77de-4a2f-bad7-70f78bbd06ca,C10,NULL,1,4,NULL,"2024-06-30 18:28:05",1,33,1,"2020-10-30 12:20:52","2024-06-30 19:15:58"
5a69510e-1aaa-11eb-89a4-42010a010007,14d293a8-81c5-40b2-a208-be1c03a93fad,3f3ba799-77de-4a2f-bad7-70f78bbd06ca,C11,NULL,1,4,NULL,"2024-07-01 00:24:59",1,34,1,"2020-10-30 12:20:52","2024-07-01 01:22:37"
5a69530c-1aaa-11eb-89a4-42010a010007,14d293a8-81c5-40b2-a208-be1c03a93fad,3f3ba799-77de-4a2f-bad7-70f78bbd06ca,C12,NULL,1,4,NULL,"2024-06-30 23:55:18",1,35,1,"2020-10-30 12:20:52","2024-07-01 01:05:21"
5a695489-1aaa-11eb-89a4-42010a010007,14d293a8-81c5-40b2-a208-be1c03a93fad,3f3ba799-77de-4a2f-bad7-70f78bbd06ca,C13,NULL,1,4,NULL,"2024-07-01 00:25:09",1,36,1,"2020-10-30 12:20:52","2024-07-01 00:40:51"
66e6d978-b505-11eb-b6c7-42010a010026,14d293a8-81c5-40b2-a208-be1c03a93fad,3f3ba799-77de-4a2f-bad7-70f78bbd06ca,F9,NULL,1,4,NULL,"2024-06-30 18:54:11",1,45,1,"2020-10-30 16:04:43","2024-06-30 23:34:12"
6adc8617-b505-11eb-b6c7-42010a010026,14d293a8-81c5-40b2-a208-be1c03a93fad,3f3ba799-77de-4a2f-bad7-70f78bbd06ca,F10,NULL,1,4,NULL,"2024-06-30 18:23:03",1,46,1,"2020-10-30 16:04:43","2024-06-30 22:36:02"
6e11c61b-b505-11eb-b6c7-42010a010026,14d293a8-81c5-40b2-a208-be1c03a93fad,3f3ba799-77de-4a2f-bad7-70f78bbd06ca,F11,NULL,1,4,NULL,"2024-06-30 18:39:17",1,47,1,"2020-10-30 16:04:43","2024-06-30 23:18:32"
75584f32-b505-11eb-b6c7-42010a010026,14d293a8-81c5-40b2-a208-be1c03a93fad,3f3ba799-77de-4a2f-bad7-70f78bbd06ca,F12,NULL,1,4,NULL,"2024-06-30 17:31:57",1,48,1,"2020-10-30 16:04:43","2024-06-30 17:38:17"
78498890-b505-11eb-b6c7-42010a010026,14d293a8-81c5-40b2-a208-be1c03a93fad,3f3ba799-77de-4a2f-bad7-70f78bbd06ca,F13,NULL,1,4,NULL,"2024-06-30 17:15:29",1,49,1,"2020-10-30 16:04:43","2024-06-30 17:24:25"
92627d8a-1ac9-11eb-89a4-42010a010007,14d293a8-81c5-40b2-a208-be1c03a93fad,3f3ba799-77de-4a2f-bad7-70f78bbd06ca,F6,NULL,1,4,NULL,"2024-06-22 00:22:30",1,42,1,"2020-10-30 16:04:21","2024-06-22 00:33:27"
98f53c12-1ac9-11eb-89a4-42010a010007,14d293a8-81c5-40b2-a208-be1c03a93fad,3f3ba799-77de-4a2f-bad7-70f78bbd06ca,F7,NULL,1,4,NULL,"2024-06-30 18:59:45",1,43,1,"2020-10-30 16:04:32","2024-06-30 22:38:11"
9fbdfb57-1ac9-11eb-89a4-42010a010007,14d293a8-81c5-40b2-a208-be1c03a93fad,3f3ba799-77de-4a2f-bad7-70f78bbd06ca,F8,NULL,1,4,NULL,"2024-06-30 18:42:27",1,44,1,"2020-10-30 16:04:43","2024-06-30 22:34:22"
a683f663-1aa9-11eb-89a4-42010a010007,14d293a8-81c5-40b2-a208-be1c03a93fad,3f3ba799-77de-4a2f-bad7-70f78bbd06ca,B1,NULL,1,4,NULL,"2024-06-30 23:36:02",1,15,1,"2020-10-30 12:15:51","2024-07-01 01:28:46"
a683fdb1-1aa9-11eb-89a4-42010a010007,14d293a8-81c5-40b2-a208-be1c03a93fad,3f3ba799-77de-4a2f-bad7-70f78bbd06ca,B2,NULL,1,2,NULL,"2024-06-30 01:34:35",1,16,1,"2020-10-30 12:15:51","2024-06-30 01:50:46"
a683fefb-1aa9-11eb-89a4-42010a010007,14d293a8-81c5-40b2-a208-be1c03a93fad,3f3ba799-77de-4a2f-bad7-70f78bbd06ca,B3,NULL,1,5,NULL,"2024-06-30 23:23:18",1,17,1,"2020-10-30 12:15:51","2024-07-02 18:17:02"
a6840015-1aa9-11eb-89a4-42010a010007,14d293a8-81c5-40b2-a208-be1c03a93fad,3f3ba799-77de-4a2f-bad7-70f78bbd06ca,B4,NULL,1,4,NULL,"2024-06-30 23:44:26",1,18,1,"2020-10-30 12:15:51","2024-07-01 00:50:37"
a6840353-1aa9-11eb-89a4-42010a010007,14d293a8-81c5-40b2-a208-be1c03a93fad,3f3ba799-77de-4a2f-bad7-70f78bbd06ca,B5,NULL,1,4,NULL,"2024-06-30 18:21:04",1,19,1,"2020-10-30 12:15:51","2024-06-30 18:29:07"
a68405a1-1aa9-11eb-89a4-42010a010007,14d293a8-81c5-40b2-a208-be1c03a93fad,3f3ba799-77de-4a2f-bad7-70f78bbd06ca,B6,NULL,1,4,NULL,"2024-06-30 18:55:34",1,20,1,"2020-10-30 12:15:51","2024-06-30 21:50:02"
a6840743-1aa9-11eb-89a4-42010a010007,14d293a8-81c5-40b2-a208-be1c03a93fad,3f3ba799-77de-4a2f-bad7-70f78bbd06ca,B7,NULL,1,4,NULL,"2024-06-30 19:03:04",1,21,1,"2020-10-30 12:15:51","2024-06-30 19:11:03"
a68408de-1aa9-11eb-89a4-42010a010007,14d293a8-81c5-40b2-a208-be1c03a93fad,3f3ba799-77de-4a2f-bad7-70f78bbd06ca,B8,NULL,1,6,NULL,"2024-06-30 23:22:37",1,22,1,"2020-10-30 12:15:51","2024-06-30 23:31:33"
a68409bd-1aa9-11eb-89a4-42010a010007,14d293a8-81c5-40b2-a208-be1c03a93fad,3f3ba799-77de-4a2f-bad7-70f78bbd06ca,B9,NULL,1,6,NULL,"2024-06-30 23:55:55",1,23,1,"2020-10-30 12:15:51","2024-07-01 01:01:56"
0158a948-c1f5-4688-978a-c52773761c46,22d293a8-81c5-40b2-a208-be1c03a93fad,0241cac2-47ea-11eb-96b9-42010a01000f,L19,NULL,1,3,NULL,"2024-07-04 01:34:20",1,19,1,"2023-04-15 17:39:31","2024-07-04 01:34:20"
03c8db65-0a4c-43e4-9aa5-6703649fc0fd,22d293a8-81c5-40b2-a208-be1c03a93fad,0241cac2-47ea-11eb-96b9-42010a01000f,P8,NULL,1,4,NULL,"2024-07-04 01:30:29",0,35,1,"2023-05-26 09:10:59","2024-07-04 01:35:30"
095f11d1-47ec-11eb-96b9-42010a01000f,22d293a8-81c5-40b2-a208-be1c03a93fad,0241cac2-47ea-11eb-96b9-42010a01000f,R1,NULL,2,8,NULL,"2024-07-04 00:51:24",0,39,1,"2020-12-27 02:34:26","2024-07-04 00:56:32"
096aa225-47ec-11eb-96b9-42010a01000f,22d293a8-81c5-40b2-a208-be1c03a93fad,0241cac2-47ea-11eb-96b9-42010a01000f,R2,NULL,2,6,NULL,"2024-07-04 01:25:51",0,40,1,"2020-12-27 02:34:26","2024-07-04 01:31:21"
0973eb9c-47ec-11eb-96b9-42010a01000f,22d293a8-81c5-40b2-a208-be1c03a93fad,0241cac2-47ea-11eb-96b9-42010a01000f,R3,NULL,2,4,NULL,"2024-07-04 00:40:46",1,41,1,"2020-12-27 02:34:26","2024-07-04 00:48:05"
097cad80-47ec-11eb-96b9-42010a01000f,22d293a8-81c5-40b2-a208-be1c03a93fad,0241cac2-47ea-11eb-96b9-42010a01000f,R4,NULL,1,6,NULL,"2024-06-30 01:31:28",1,42,1,"2020-12-27 02:34:26","2024-06-30 15:51:15"
0985a527-47ec-11eb-96b9-42010a01000f,22d293a8-81c5-40b2-a208-be1c03a93fad,0241cac2-47ea-11eb-96b9-42010a01000f,R5,NULL,2,5,NULL,"2024-07-04 00:41:00",1,43,1,"2020-12-27 02:34:26","2024-07-04 00:41:00"
098e5e33-47ec-11eb-96b9-42010a01000f,22d293a8-81c5-40b2-a208-be1c03a93fad,0241cac2-47ea-11eb-96b9-42010a01000f,R6,NULL,1,6,NULL,"2024-07-04 01:32:56",1,44,1,"2020-12-27 02:34:26","2024-07-04 01:32:56"
09965f89-47ec-11eb-96b9-42010a01000f,22d293a8-81c5-40b2-a208-be1c03a93fad,0241cac2-47ea-11eb-96b9-42010a01000f,R7,NULL,2,4,NULL,"2024-06-19 23:43:43",1,45,1,"2020-12-27 02:34:26","2024-06-19 23:54:58"
099de70d-47ec-11eb-96b9-42010a01000f,22d293a8-81c5-40b2-a208-be1c03a93fad,0241cac2-47ea-11eb-96b9-42010a01000f,R8,NULL,2,5,NULL,"2024-07-04 00:34:50",1,46,1,"2020-12-27 02:34:26","2024-07-04 00:34:50"
09a67b0c-47ec-11eb-96b9-42010a01000f,22d293a8-81c5-40b2-a208-be1c03a93fad,0241cac2-47ea-11eb-96b9-42010a01000f,R9,NULL,2,8,NULL,"2024-06-29 00:20:12",1,47,1,"2020-12-27 02:34:26","2024-06-29 00:38:54"
09af6a57-47ec-11eb-96b9-42010a01000f,22d293a8-81c5-40b2-a208-be1c03a93fad,0241cac2-47ea-11eb-96b9-42010a01000f,R10,NULL,2,4,NULL,"2024-07-04 00:43:06",1,48,1,"2020-12-27 02:34:26","2024-07-04 01:01:52"
09b86975-47ec-11eb-96b9-42010a01000f,22d293a8-81c5-40b2-a208-be1c03a93fad,0241cac2-47ea-11eb-96b9-42010a01000f,R11,NULL,2,4,NULL,"2024-07-04 00:47:35",0,49,1,"2020-12-27 02:34:26","2024-07-04 00:52:39"
09c05ce8-47ec-11eb-96b9-42010a01000f,22d293a8-81c5-40b2-a208-be1c03a93fad,0241cac2-47ea-11eb-96b9-42010a01000f,R12,NULL,2,4,NULL,"2024-07-01 00:46:33",1,50,1,"2020-12-27 02:34:26","2024-07-01 00:55:29"
09cb7e63-47ec-11eb-96b9-42010a01000f,22d293a8-81c5-40b2-a208-be1c03a93fad,0241cac2-47ea-11eb-96b9-42010a01000f,R13,NULL,2,4,NULL,"2024-07-04 00:46:52",0,51,1,"2020-12-27 02:34:26","2024-07-04 00:52:16"
09d37574-47ec-11eb-96b9-42010a01000f,22d293a8-81c5-40b2-a208-be1c03a93fad,0241cac2-47ea-11eb-96b9-42010a01000f,R14,NULL,1,2,NULL,"2024-06-30 17:35:52",1,52,1,"2020-12-27 02:34:26","2024-06-30 18:39:38"
09dc86a0-47ec-11eb-96b9-42010a01000f,22d293a8-81c5-40b2-a208-be1c03a93fad,0241cac2-47ea-11eb-96b9-42010a01000f,R15,NULL,1,2,NULL,"2024-07-03 23:54:51",1,53,1,"2020-12-27 02:34:26","2024-07-03 23:54:51"
09e4b870-47ec-11eb-96b9-42010a01000f,22d293a8-81c5-40b2-a208-be1c03a93fad,0241cac2-47ea-11eb-96b9-42010a01000f,RB1,NULL,2,4,NULL,"2024-06-30 18:50:26",1,60,1,"2020-12-27 02:34:26","2024-06-30 18:50:26"
09eda837-47ec-11eb-96b9-42010a01000f,22d293a8-81c5-40b2-a208-be1c03a93fad,0241cac2-47ea-11eb-96b9-42010a01000f,RB2,NULL,2,4,NULL,"2024-05-27 00:42:47",0,61,1,"2020-12-27 02:34:26","2024-05-27 00:48:32"
09f60885-47ec-11eb-96b9-42010a01000f,22d293a8-81c5-40b2-a208-be1c03a93fad,0241cac2-47ea-11eb-96b9-42010a01000f,RB3,NULL,2,4,NULL,"2024-05-10 23:33:31",0,62,1,"2020-12-27 02:34:26","2024-05-10 23:39:11"
09fefcc1-47ec-11eb-96b9-42010a01000f,22d293a8-81c5-40b2-a208-be1c03a93fad,0241cac2-47ea-11eb-96b9-42010a01000f,RB4,NULL,2,4,NULL,"2024-05-13 00:46:15",0,63,1,"2020-12-27 02:34:27","2024-05-13 00:51:26"
2bedf1bd-6582-48a0-bc23-ee4d910ec9b8,22d293a8-81c5-40b2-a208-be1c03a93fad,0241cac2-47ea-11eb-96b9-42010a01000f,R19,NULL,1,3,NULL,"2024-07-04 00:58:44",0,57,1,"2023-04-15 17:40:21","2024-07-04 01:04:15"
33c2584c-3940-4221-a692-ab8e8e705215,22d293a8-81c5-40b2-a208-be1c03a93fad,0241cac2-47ea-11eb-96b9-42010a01000f,L18,NULL,1,3,NULL,"2024-07-04 00:52:48",1,18,1,"2023-04-15 17:39:31","2024-07-04 00:59:51"
342c3dcc-642a-4ac5-9ae5-ef0abe0face6,22d293a8-81c5-40b2-a208-be1c03a93fad,0241cac2-47ea-11eb-96b9-42010a01000f,L17,NULL,1,3,NULL,"2024-07-04 00:52:25",1,17,1,"2023-04-15 17:39:31","2024-07-04 00:58:32"
584a5621-6098-45eb-8460-e6d0d50994c5,22d293a8-81c5-40b2-a208-be1c03a93fad,0241cac2-47ea-11eb-96b9-42010a01000f,L16,NULL,1,3,NULL,"2024-07-04 00:52:38",0,16,1,"2023-04-15 17:39:30","2024-07-04 00:57:38"
603017fe-994d-4282-b46e-a4c76dfe406a,22d293a8-81c5-40b2-a208-be1c03a93fad,0241cac2-47ea-11eb-96b9-42010a01000f,P10,NULL,1,4,NULL,"2024-07-04 01:09:29",0,37,1,"2023-05-26 09:11:00","2024-07-04 01:15:23"
61452f10-edc4-4138-9899-3ac40fe7c225,22d293a8-81c5-40b2-a208-be1c03a93fad,0241cac2-47ea-11eb-96b9-42010a01000f,R16,NULL,1,3,NULL,"2024-07-04 01:30:48",1,54,1,"2023-04-15 17:40:21","2024-07-04 01:30:48"
87b72420-22c7-4a6d-9b9f-10b6bd565110,22d293a8-81c5-40b2-a208-be1c03a93fad,0241cac2-47ea-11eb-96b9-42010a01000f,P1,NULL,1,2,NULL,"2024-07-04 01:05:06",0,28,1,"2023-05-26 09:10:56","2024-07-04 01:10:17"
8c173147-41d4-49f6-bc83-787bd4b65ecb,22d293a8-81c5-40b2-a208-be1c03a93fad,0241cac2-47ea-11eb-96b9-42010a01000f,P3,NULL,1,2,NULL,"2024-07-04 00:30:39",1,30,1,"2023-05-26 09:10:58","2024-07-04 00:39:06"
8ea62937-47ec-11eb-96b9-42010a01000f,22d293a8-81c5-40b2-a208-be1c03a93fad,0241cac2-47ea-11eb-96b9-42010a01000f,RB5,NULL,2,4,NULL,"2024-06-19 23:55:55",0,64,1,"2020-12-27 02:38:09","2024-06-20 00:01:07"
8ead7746-47ec-11eb-96b9-42010a01000f,22d293a8-81c5-40b2-a208-be1c03a93fad,0241cac2-47ea-11eb-96b9-42010a01000f,RB6,NULL,2,4,NULL,"2024-06-19 23:55:34",0,65,1,"2020-12-27 02:38:09","2024-06-20 00:01:07"
91031b5c-5970-45c1-89e2-7a5290846091,22d293a8-81c5-40b2-a208-be1c03a93fad,0241cac2-47ea-11eb-96b9-42010a01000f,L20,NULL,1,3,NULL,"2024-07-04 01:07:12",0,20,1,"2023-04-15 17:39:31","2024-07-04 01:12:21"
92ab1a35-e7f4-4f59-b224-1356c0065b63,22d293a8-81c5-40b2-a208-be1c03a93fad,0241cac2-47ea-11eb-96b9-42010a01000f,P5,NULL,1,2,NULL,"2024-07-04 01:00:45",1,32,1,"2023-05-26 09:10:58","2024-07-04 01:00:45"
abeae8f3-454a-4111-bd30-6d2e538dc381,22d293a8-81c5-40b2-a208-be1c03a93fad,0241cac2-47ea-11eb-96b9-42010a01000f,P7,NULL,1,4,NULL,"2024-07-04 01:17:10",1,34,1,"2023-05-26 09:10:59","2024-07-04 01:17:10"
